ralts,A RALTS has the power to sense the emotions of people and Pokemon with the horns on its head. It takes cover if it senses any hostility.
kirlia,A KIRLIA has the psychic power to create  a rip in the dimensions and see into the future. It is said to dance with pleasure on sunny mornings.
gardevoir,It apparently does not feel the pull of gravity because it supports itself with psychic power. It will give its life to protect its TRAINER.
surskit,"They gather on puddles after evening downpours, gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head."
masquerain,"It intimidates foes with the large eyelike patterns on its antennae. Because it can't fly if its wings get wet, it shelters itself from rain under large trees and eaves."
shroomish,"It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil."
breloom,It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests.
slakoth,"It sleeps virtually all day and night long. It doesn't change its nest its entire life, but it sometimes travels great distances by swimming in rivers."
vigoroth,"It can't keep still because its blood boils with energy. It runs through the fields and mountains all day to calm itself. If it doesn't, it can't sleep at night."
slaking,Hordes of SLAKING gather around trees when fruits come into season. They wait around patiently for ripened fruits to fall out of the trees.
nincada,"It makes its nest at the roots of a mighty tree. Using its whiskerlike antennae, it probes its surroundings in the pitch-black darkness of soil."
ninjask,"Because it darts about vigorously at high speed, it is very difficult to see. Hearing its distinctive cries for too long induces a headache."
shedinja,A peculiar Pokemon that floats in air even though its wings remain completely still. The inside of its body is hollow and utterly dark.
whismur,"Its cries equal a jet plane in volume. It inhales through its ear canals. Because of this system, it can cry continually without having to catch its breath."
loudred,It positions the round speakers on its head to assail foes with ultrasonic waves at massive volume. It builds power by stomping the ground.
exploud,It has sound-generating organs all over its body. It communicates with others by adjusting the tone and volume of the cries it emits.
makuhita,"It loves to toughen up its body above all else. If you hear quaking rumbles in a cave, it is the sound of MAKUHITA undertaking strenuous training."
hariyama,It has the habit of challenging others without hesitation to tests of strength. It's been known to stand on train tracks and stop trains using forearm thrusts.
azurill,"Its tail, which is packed with nutrition, is very bouncy like a rubber ball. On sunny days they gather at the edge of water and splash about for fun."
nosepass,Its body emits a powerful magnetism. It feeds on prey that is pulled in by the force. Its magnetism is stronger in cold seasons.
skitty,"A SKITTY's adorably cute behavior makes it highly popular. In battle, it makes its tail puff out. It threatens foes with a sharp growl."
delcatty,"Rather than keeping a permanent lair, it habitually seeks comfortable spots and sleeps there. It is nocturnal and becomes active at dusk."
sableye,It digs branching holes in caves using its sharp claws in search of food--raw gems. A SABLEYE lurks in darkness and is seen only rarely.
mawile,"Its giant jaws are actually steel horns that transformed. It fools foes into complacency with its adorable gestures, then chomps them with its huge jaws."
aron,"A Pokemon that is clad in steel armor. A new suit of armor is made when it evolves. The old, discarded armor is salvaged as metal for making iron products."
lairon,"When two LAIRON meet in the wild, they fight for territory by bashing into each other with their steel bodies. The sound of their collision carries for miles."
aggron,Its iron horns grow longer a little at a time. They are used to determine the AGGRON's age. The gouges in its armor are worn with pride as mementos from battles.
meditite,"It continually meditates for hours every day. As a result of rigorous and dedicated yoga training, it has tempered its spiritual power so much it can fly."
medicham,"Through crushingly harsh yoga training, it gained the power to foretell its foe's actions. It battles with elegant, dance- like movement."
electrike,"It generates electricity using friction from the atmosphere. In seasons with especially arid air, its entire body blazes with violent showers of sparks."
manectric,"Because lightning falls in their vicinities, MANECTRIC were thought to have been born from lightning. In battle, they create thunderclouds."
plusle,"It has the trait of cheering on its fellow Pokemon. By shorting out the electricity it releases from its paws, it creates pom-poms for cheering."
minun,"At a meeting of Pokemon academics, it was announced that simultaneous exposure to electricity from a PLUSLE and MINUN will promote circulation and boost vitality."
volbeat,"With their taillights lit, VOLBEAT fly in a swarm, drawing geometric designs in the night sky. They move their nests if their pond water becomes dirty."
illumise,A nocturnal Pokemon that becomes active upon nightfall. It leads a VOLBEAT swarm to draw patterns in the night sky. Over 200 different patterns have been confirmed.
roselia,A ROSELIA that drinks nutritionally rich springwater blooms with lovely flowers. The fragrance of its flowers has the effect of making its foes careless.
gulpin,"This Pokemon's stomach fluid can even digest scrap iron. In one gulp, it can swallow something that is as large as itself."
swalot,Its powerful stomach acid is capable of digesting almost anything. The one thing in the whole world a SWALOT can't digest is its own stomach.
carvanha,"CARVANHA attack ships in swarms, making them sink. Although it is said to be a very vicious Pokemon, it timidly flees as soon as it finds itself alone."
sharpedo,The vicious and sly gangster of the sea. Its skin is specially textured to minimize drag in water. Its speed tops out at over 75 miles per hour.
wailmer,"While this Pokemon usually lives in the sea, it can survive on land, although not too long. It loses vitality if its body becomes dried out."
wailord,"It breathes through nostrils that it raises above the sea. By inhaling to its maximum capacity, a WAILORD can dive close to 10,000 feet beneath the waves."
numel,A NUMEL stores boiling magma in the hump on its back. It is a hardy Pokemon that can transport a 220-pound load. It has served humans at work since long ago.
camerupt,"A Pokemon that lives in the crater of a volcano. Every 10 years, the volcanoes on its back erupt violently. Research is under way on the cause of eruption."
torkoal,"It battles using energy it gets from burning coal. When loosing smoke from its nostrils, it lets off a sound that is similar to a locomotive's horn."
spoink,A Pokemon that manipulates psychic power at will. It doesn't stop bouncing even when it is asleep. It loves eating mushrooms that grow underground.
grumpig,"It stores power in the black pearls on its forehead. When it uses psychic power, it performs an odd dance step. Its style of dancing became hugely popular overseas."
spinda,"It is distinguished by a pattern of spots that is always different. Its unsteady, tottering walk has the effect of fouling its foe's aim."
trapinch,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back."
vibrava,"It looses ultrasonic waves by rubbing its wings together. Since a VIBRAVA's wings are still in the process of growing, it can only fly short distances."
flygon,"The flapping of its wings sounds like singing. To prevent detection by enemies, it hides itself by flapping up a cloud of desert sand."
cacnea,"CACNEA live in deserts with virtually no rainfall. It battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms."
cacturne,"After spending thousands of years in harsh deserts, its blood transformed into the same substances as sand. It is nocturnal, so it hunts at night."
swablu,"A Pokemon that has wings like cottony clouds. After enduring winter, in which little food is available, SWABLU flocks move closer to towns in the spring."
altaria,It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth.
zangoose,"When it battles, it stands on its hind legs and attacks with its sharply clawed forelegs. Its fur bristles if it encounters any SEVIPER."
seviper,"SEVIPER and ZANGOOSE are eternal rivals. It counters a ZANGOOSE's dazzling agility with its swordlike tail, which also oozes a horrible poison."
lunatone,It becomes very active on the night of a full moon. This Pokemon was first discovered 40 years ago at the site of a meteor strike.
solrock,"Solar energy is the source of this  Pokemon's power. On sunny days, groups of SOLROCK line up facing the sun and absorb its light."
barboach,Its body is covered with a slimy film. The film acts as a barrier to prevent germs in muddy water from entering the BARBOACH's body.
whiscash,"Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night."
corphish,"Once it grips prey with its large pincers, it will never let go, no matter what. It is a hardy Pokemon that can thrive in any environment."
crawdaunt,A brutish Pokemon that loves to battle. A veteran CRAWDAUNT that has prevailed in hundreds of battles has giant pincers marked with countless scars.
baltoy,A BALTOY moves by spinning on its single foot. It has been depicted in murals  adorning the walls of a once-bustling city in an ancient age.
claydol,A CLAYDOL sleeps while hovering in midair. Its arms are separate from its body. They are kept floating by the Pokemon's manipulation of psychic power.
lileep,It disguises itself as seaweed by making its tentacles sway. Unsuspecting prey that come too close are swallowed whole. It became extinct 100 million years ago.
cradily,It drags its heavy body along the seafloor. It makes its nest in the shallows of warm seas. CRADILY can be seen on beaches when the tide goes out.
anorith,It was resurrected from a fossil using the power of science. It swims by undulating the eight wings at its sides. They were feet that adapted to life in the sea.
armaldo,"ARMALDO usually lives on land. However, when it hunts for prey, it dives beneath the ocean. It swims around using its two large wings."
feebas,"FEEBAS live in ponds that are heavily infested with weeds. Because of its hopelessly shabby appearance, it seems as if few TRAINERS raise it."
milotic,"It is said to live at the bottom of large lakes. Considered to be the most beautiful of all Pokemon, it has been depicted in paintings and statues."
castform,It alters its form depending on the weather. Changes in the climate such as the temperature and humidity appear to affect its cellular structure.
kecleon,A Pokemon that has the ability to alter its body colors to match its surroundings. A KECLEON reverts to its original colors if it is startled.
shuppet,This Pokemon roams about deep in the night seeking such negative emotions as grudges and envy. It retreats to its nest when the sun begins to rise.
banette,An abandoned plush doll became this Pokemon. They are said to live in garbage dumps and wander about in search of the children that threw them away.
duskull,A glare from its single scarlet eye makes even burly grown-ups freeze in utter fear. It is a nocturnal Pokemon that roams about under the cloak of darkness.
dusclops,"It is thought that its body is hollow with only a spectral ball of fire burning inside. However, no one has been able to confirm this theory as fact."
tropius,"It flies by flapping its broad leaves. The bunch of fruit that grows around its neck is deliciously sweet. In the spring, it scatters pollen from its neck."
chimecho,They fly about very actively when the hot season arrives. They communicate among themselves using seven different and distinguishing cries.
absol,It sharply senses even subtle changes in the sky and the land to predict natural disasters. It is a long-lived Pokemon that has a life-span of 100 years.
wynaut,"A WYNAUT loves to eat sweet fruits. It cleverly picks fruits using its earlike arms. They gather in fruit gardens, drawn by the fragrance."
snorunt,"They tend to move about in groups of around five SNORUNT. In snowy regions, it is said that when they are seen late at night, snowfall will arrive by morning."
glalie,A GLALIE has the power to instantaneously freeze moisture in the atmosphere. A dazzling cloud of diamondlike ice crystals forms around its body.
spheal,"It is completely covered with plushy fur. As a result, it never feels the cold even when it is rolling about on ice floes or diving in the sea."
sealeo,"SEALEO live in herds on ice floes. Using its powerful flippers, it shatters ice. It dives into the sea to hunt prey five times a day."
walrein,"To protect its herd, the leader battles anything that invades its territory, even at the cost of its life. Its tusks may snap off in battle."
clamperl,A CLAMPERL slams its shell closed on prey to prevent escape. The pearl it creates upon evolution is said to be infused with a mysterious energy.
huntail,"To withstand the crushing pressure of water deep under the sea, its spine is very thick and sturdy. Its tail, which is shaped like a small fish, has eyes that light up."
gorebyss,"A GOREBYSS siphons the body fluids of prey through its thin, tubular mouth. Its light pink body color turns vivid when it finishes feeding."
relicanth,A Pokemon that was once believed to have been extinct. The species has not changed its form for 100 million years. It walks on the seafloor using its pectoral fins.
luvdisc,LUVDISC make the branches of CORSOLA their nests. There is a custom from long ago of giving a LUVDISC as a gift to express one's feelings of love.
bagon,"Although it is small, this Pokemon is very powerful because its body is a bundle of muscles. It launches head-butts with its ironlike skull."
shelgon,It hardly eats while it awaits evolution. It becomes hardier by enduring hunger. Its shell peels off the instant it begins to evolve.
salamence,"After many long years, its cellular structure underwent a sudden mutation to grow wings. When angered, it loses all thought and rampages out of control."
beldum,"When BELDUM gather in a swarm, they move in perfect unison as if they were but one Pokemon. They communicate with each other using brain waves."
metang,The claws tipping its arms pack the destructive power to tear through thick iron sheets as if they were silk. It flies at over 60 miles per hour.
metagross,"METAGROSS has four brains that are joined by a complex neural network. As a result of integration, this Pokemon is smarter than a supercomputer."
regirock,"A Pokemon that is made entirely of rocks and boulders. If parts of its body chip off in battle, REGIROCK repairs itself by adding new rocks."
regice,"Its entire body is made of Antarctic ice. After extensive studies, researchers believe the ice was formed during an ice age."
registeel,"Its body is harder than any other kind of metal. The body metal is composed of a mysterious substance. Not only is it hard, it shrinks and stretches flexibly."
latias,They make a small herd of only several members. They rarely make contact with people or other Pokemon. They disappear if they sense enemies.
latios,"Even in hiding, it can detect the locations of others and sense their emotions since it has telepathy. Its intelligence allows it to understand human languages."
kyogre,"KYOGRE has appeared in mythology as the creator of the sea. After long years of feuding with GROUDON, it took to sleep at the bottom of the sea."
groudon,GROUDON has appeared in mythology as the creator of the land. It sleeps in magma underground and is said to make volcanoes erupt on awakening.
rayquaza,A Pokemon that flies endlessly in the ozone layer. It is said it would descend to the ground if KYOGRE and GROUDON were to fight.
jirachi,"JIRACHI is said to make wishes come true. While it sleeps, a tough crystalline shell envelops the body to protect it from enemies."
deoxys,A Pokemon that mutated from an extraterrestrial virus exposed to a laser beam. Its body is configured for superior agility and speed.
bulbasaur,There is a plant seed on its back right from the day this Pokemon is born. The seed slowly grows larger.
ivysaur,"There is a plant bulb on its back. When it absorbs nutrients, the bulb is said to blossom into a large flower."
venusaur,A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.
charmander,"From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out."
charmeleon,It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.
charizard,"Its wings can carry this Pokemon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
squirtle,"When it retracts its long neck into its shell, it squirts out water with vigorous force."
wartortle,This Pokemon is very popular as a pet. Its fur-covered tail is a symbol of its longevity.
blastoise,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
caterpie,"It is covered with a green skin. When it grows, it sheds the skin, covers itself with silk, and becomes a cocoon."
metapod,"Even though it is encased in a sturdy shell, the body inside is tender. It can't withstand a harsh attack."
butterfree,"The wings are protected by rain-repellent dust. As a result, this Pokemon can fly about even in rain."
weedle,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head."
kakuna,This Pokemon is in a temporary stage while making its body. It is almost completely unable to move on its own.
beedrill,"May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear."
pidgey,"Does not like to fight. It hides in tall grass and so on, foraging for food such as small bugs."
pidgeotto,The claws on its feet are well developed. It can carry prey such as an EXEGGCUTE to its nest over 60 miles away.
pidgeot,It spreads its gorgeous wings widely to intimidate enemies. It races through the skies at Mach-2 speed.
rattata,"Its fangs are long and very sharp. They grow continuously, so it gnaws on hard things to whittle them down."
raticate,"Its rear feet have three toes each. They are webbed, enabling it to swim across rivers."
spearow,"It busily flits around here and there. Even if it is frail, it can be a tough foe that uses MIRROR MOVE."
fearow,Its huge and magnificent wings can keep it aloft in the sky. It can remain flying a whole day without landing.
ekans,"A very common sight in grassland, etc. It flicks its tongue in and out to sense danger in its surroundings."
arbok,The pattern on its belly appears to be a frightening face. Weak foes will flee just at the sight of the pattern.
pikachu,"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
raichu,"Its electric charges can reach even 100,000 volts. Careless contact can cause even an Indian elephant to faint."
sandshrew,"It burrows and lives underground. If threatened, it curls itself up into a ball for protection."
sandslash,It is adept at attacking with the spines on its back and its sharp claws while quickly scurrying about.
nidoranf,"Though small, it must be treated with caution because of its powerfully toxic barbs. The female has smaller horns."
nidorina,The female has a gentle temperament. It emits ultrasonic cries that have the power to befuddle foes.
nidoqueen,"The body is covered by stiff, needle- like scales. If it becomes excited, the needles bristle outwards."
nidoranm,Its large ears are flapped like wings when it is listening to distant sounds. It extends toxic barbs when angered.
nidorino,"It is easily angered. By swinging its well- developed horn wildly, it can even punch through diamond."
nidoking,It is recognized by its rock-hard hide and its extended horn. Be careful with the horn as it contains venom.
clefairy,"Its adorable appearance makes it popular as a pet. However, it is rare and difficult to find."
clefable,"It has an acute sense of hearing. It can easily hear a pin being dropped nearly 1,100 yards away."
vulpix,"While young, it has six gorgeous tails. When it grows, several new tails are sprouted."
ninetales,"It has nine long tails and fur that  gleams gold. It is said to live for  1,000 years."
jigglypuff,"It captivates foes with its huge, round eyes, then lulls them to sleep by singing a soothing melody."
wigglytuff,"Its fur is extremely fine, dense, and supple. The exquisitely pleasant fur conveys an image of luxury."
zubat,"It has no eyes. Instead, it relies on its ultrasonic cries for echo location to flit about in darkness."
golbat,It clamps down on its prey with needle- sharp fangs and drains over 10 ounces of blood in one gulp.
oddish,"Its scientific name is 'Oddium Wanderus.At night, it is said to walk nearly 1,000 feet on its two roots."
gloom,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.
vileplume,Its petals are the largest in the world. It fiendishly scatters allergy-causing pollen from its petals.
paras,Growing out of the bug's back are mushrooms called tochukaso. The mushrooms grow with the bug host.
parasect,"It scatters toxic spores from the mushroom cap. In China, the spores are used as herbal medicine."
venonat,"Its eyes act as radar, enabling it to be active in darkness. The eyes can also shoot powerful beams."
venomoth,"The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust."
diglett,"It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot."
dugtrio,"In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
meowth,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow."
persian,Has a vicious temperament. Beware if it raises its tail straight up. It is a signal that it is about to pounce and bite.
psyduck,"It is constantly wracked by a headache. When the headache turns intense, it begins using mysterious powers."
golduck,"The forelegs are webbed, helping to make it an adept swimmer. It can be seen swimming elegantly in lakes, etc."
mankey,"Light and agile on its feet, and ferocious in temperament. When angered, it flies into an uncontrollable frenzy."
primeape,"It is always outrageously furious. If it gives chase, it will tenaciously track the target no matter how far."
growlithe,Very friendly and faithful to people. It will try to repel enemies by barking and biting.
arcanine,A Pokemon that is described in Chinese legends. It is said to race at an unbelievable speed.
poliwag,Its slick black skin is thin and damp. A part of its internal organs can be seen through the skin as a spiral pattern.
poliwhirl,"Its two legs are well developed. Even though it can live on the ground, it prefers living in water."
poliwrath,"An adept swimmer, it knows the front crawl, butterfly, and more. It is faster than the best human swimmers."
abra,It sleeps for 18 hours a day. It uses a variety of extrasensory powers even while asleep.
kadabra,It happened one morning - a boy with extrasensory powers awoke in bed transformed into KADABRA.
alakazam,"It does not like physical attacks very  much. Instead, it freely uses extrasensory powers to defeat foes."
machop,"Its whole body is composed of muscles. Even though it's the size of a human child, it can hurl 100 grown-ups."
machoke,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.
machamp,"Its four ruggedly developed arms can launch a flurry of 1,000 punches in just two seconds."
bellsprout,"Its bud looks like a human face. Because of the bud, it is rumored to be a type of legendary mandrake plant."
weepinbell,The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.
victreebel,Lures prey into its mouth with a honeylike aroma. The helpless prey is melted with a dissolving fluid.
tentacool,"Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light."
tentacruel,"It has 80 tentacles that move about freely. They can sting, causing poisoning and sharp, stabbing pain."
geodude,Its round form makes it easy to pick up. Some people have used them to hurl at each other in a snowball fight.
graveler,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.
golem,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.
ponyta,"Its body is light, and its legs are incredibly powerful. It can clear Ayers Rock in one leap."
rapidash,It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze.
slowpoke,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail."
slowbro,"When a SLOWPOKE went hunting in the sea, its tail was bitten by a SHELLDER. That made it evolve into SLOWBRO."
magnemite,It moves while constantly hovering. It discharges THUNDER WAVE and so on from the units at its sides.
magneton,A linked cluster formed of several MAGNEMITE. It discharges powerful magnetic waves at high voltage.
farfetchd,It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest.
doduo,A two-headed Pokemon that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour.
dodrio,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger."
seel,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit."
dewgong,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes."
grimer,Sludge exposed to X rays from the moon transformed into GRIMER. It loves feeding on filthy things.
muk,It is usually undetectable because it blends in with the ground. Touching it can cause terrible poisoning.
shellder,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender."
cloyster,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking."
gastly,A being that exists as a thin gas. It can topple an Indian elephant by enveloping the prey in two seconds.
haunter,"If you get the feeling of being watched in darkness when nobody is around, HAUNTER is there."
gengar,It is said to emerge from darkness to steal the lives of those who become lost in mountains.
onix,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.
drowzee,"A descendent of the legendary animal baku, which is said to eat dreams. It is skilled at hypnotism."
hypno,It carries a pendulum-like device. There once was an incident in which it took  away a child it hypnotized.
krabby,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
kingler,"Its large and hard pincer has 10,000- horsepower strength. However, being so big, it is unwieldy to move."
voltorb,A life-form whose identity is unknown. It is said to SCREECH or suddenly SELFDESTRUCT.
electrode,"It explodes in response to even minor stimuli. It is feared, with the nickname of 'The Bomb Ball.'"
exeggcute,"Even though it appears to be eggs of some sort, it was discovered to be a life- form more like plant seeds."
exeggutor,It is called 'The Walking Tropical Rainforest.Each of the nuts has a face and a will of its own.
cubone,"It wears the skull of its dead mother on its head. When it becomes lonesome, it is said to cry loudly."
marowak,It is small and was originally very weak. Its temperament turned ferocious when it began using bones.
hitmonlee,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
hitmonchan,The spirit of a pro boxer has infused this Pokemon. It throws punches that are faster than a bullet train.
lickitung,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.
koffing,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby."
weezing,"Very rarely, a sudden mutation can result in two small KOFFING twins becoming conjoined as a WEEZING."
rhyhorn,"Strong, but not too bright, this Pokemon can shatter even a skyscraper with its charging TACKLES."
rhydon,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.
chansey,It lays several eggs a day. The eggs are apparently rich in nutrients and extremely delicious.
tangela,Blue plant vines cloak the Pokemon's identity in a tangled mass. It entangles anything that gets close.
kangaskhan,The female raises its offspring in a pouch on its belly. It is skilled at attacking using COMET PUNCH.
horsea,"It maintains balance using its tail, which is wound up like a coil. It may spray ink from its mouth."
seadra,Its body bristles with sharp spikes. Carelessly trying to touch it could cause fainting from the spikes.
goldeen,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.
seaking,The horn on its head is sharp like a drill. It bores a hole in a boulder to make its nest.
staryu,"It appears in large numbers by seashores. At night, its central core flashes with a red light."
starmie,"This Pokemon has a geometric body. Because of its body, the locals suspect that it is an alien creature."
mrmime,It is adept at conning people. It is said to be able to create walls out of thin air by miming.
scyther,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
jynx,It speaks using a language that sounds human. Research is under way to determine what is being said.
electabuzz,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
magmar,"Found near the mouth of a volcano. This fire-breather's body temperature is nearly 2,200 degrees Fahrenheit."
pinsir,"Its two long pincer horns are powerful. Once they grip an enemy, they won't release until the foe is torn."
tauros,"When it is about to TACKLE, it whips its body repeatedly with its three long tails."
magikarp,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokemon in the world.
gyarados,It has an extremely aggressive nature. The HYPER BEAM it shoots from its mouth totally incinerates all targets.
lapras,Its high intelligence enables it to understand human speech. It likes to ferry people on its back.
ditto,It can freely recombine its own cellular structure to transform into other life- forms.
eevee,An extremely rare Pokemon that may evolve in a number of different ways depending on stimuli.
vaporeon,Its body's cellular structure is similar to the molecular composition of water. It can melt invisibly in water.
jolteon,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes."
flareon,"It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,100 degrees Fahrenheit."
porygon,"Using the most advanced technologies, scientists finally succeeded in making the first artificial Pokemon."
omanyte,"A prehistoric Pokemon that lived in the primordial sea, it swims by twisting its 10 tentacles about."
omastar,"Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites."
kabuto,This Pokemon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.
kabutops,It swims freely through water. It catches prey with its scythe-like arms and drains the victim's fluids.
aerodactyl,It was regenerated from a dinosaur's genetic matter that was found in amber. It flies with high-pitched cries.
snorlax,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
articuno,"One of the legendary bird Pokemon. With its long tail trailing behind, its flying form is magnificent."
zapdos,"One of the legendary bird Pokemon. While it is flying, it makes crackling and snapping sounds."
moltres,One of the legendary bird Pokemon. Those seeing it are overwhelmed by its orange wings that seem to be on fire.
dratini,Even the young can exceed 6.5 feet in length. It grows larger by repeatedly shedding skin.
dragonair,"It is said to live in seas and lakes. Even though it has no wings, it has been seen flying occasionally."
dragonite,It can fly in spite of its big and bulky physique. It circles the globe in just 16 hours.
mewtwo,A Pokemon whose genetic code was repeatedly recombined for research. It turned vicious as a result.
mew,A Pokemon of South America that was thought to have been extinct. It is very intelligent and learns any move.
chikorita,Its pleasantly aromatic leaves have the ability to check the humidity and temperature.
bayleef,A spicy aroma emanates from around its neck. The aroma acts as a stimulant to restore health.
meganium,MEGANIUM's breath has the power to revive dead grass and plants. It can make them healthy again.
cyndaquil,"It usually stays hunched over. If it is angry or surprised, it shoots flames out of its back."
quilava,This Pokemon is fully covered by nonflammable fur. It can withstand any kind of fire attack.
typhlosion,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions."
totodile,It is small but rough and tough. It won't hesitate to take a bite out of anything that moves.
croconaw,"It opens its huge jaws wide when attacking. If it loses any fangs while biting, they grow back in."
feraligatr,"It is hard for it to support its own weight out of water, so it gets down on all fours. But it moves fast."
sentret,"It stands on its tail so it can see a long way. If it spots an enemy, it cries loudly to warn its kind."
furret,"There is no telling where its tail begins. Despite its short legs, it is quick at hunting RATTATA."
hoothoot,"It has a perfect sense of time. Whatever happens, it keeps rhythm by precisely tilting its head in time."
noctowl,"When it needs to think, it rotates its head 180 degrees to sharpen its intellectual power."
ledyba,"When the weather turns cold, numerous LEDYBA gather from everywhere to cluster and keep each other warm."
ledian,The star patterns on its back grow larger or smaller depending on the number of stars in the night sky.
spinarak,It spins a web using fine--but durable-- thread. It then waits patiently for prey to be trapped.
ariados,A single strand of a special string is endlessly spun out of its rear. The string leads back to its nest.
crobat,The development of wings on its legs enables it to fly fast but also makes it tough to stop and rest.
chinchou,"On the dark ocean floor, its only means of communication is its constantly flashing lights."
lanturn,"It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp."
pichu,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself."
cleffa,"When numerous meteors illuminate the night sky, sightings of CLEFFA strangely increase."
igglybuff,"Its extremely flexible and elastic body makes it bounce continuously--anytime, anywhere."
togepi,A proverb claims that happiness will come to anyone who can make a sleeping TOGEPI stand up.
togetic,It grows dispirited if it is not with kind people. It can float in midair without moving its wings.
natu,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."
xatu,"In South America, it is said that its right eye sees the future and its left eye views the past."
mareep,"Its fleece grows continually. In the summer, the fleece is fully shed, but it grows back in a week."
flaaffy,Its fluffy fleece easily stores electricity. Its rubbery hide keeps it from being electrocuted.
ampharos,The bright light on its tail can be seen far away. It has been treasured since ancient times as a beacon.
bellossom,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
marill,"The end of its tail serves as a buoy that keeps it from drowning, even in a vicious current."
azumarill,"When it plays in water, it rolls up its elongated ears to prevent their insides from getting wet."
sudowoodo,"It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining."
politoed,"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing."
hoppip,"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away."
skiploom,It spreads its petals to absorb sunlight. It also floats in the air to get closer to the sun.
jumpluff,It drifts on seasonal winds and spreads its cotton-like spores all over the world  to make more offspring.
aipom,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance."
sunkern,It lives by drinking only dewdrops from under the leaves of plants. It is said that it eats nothing else.
sunflora,"In the daytime, it rushes about in a hectic manner, but it comes to a complete stop when the sun sets."
yanma,Its large eyes can scan 360 degrees. It looks in all directions to seek out insects as its prey.
wooper,"When it walks around on the ground, it coats its body with a slimy, poisonous film."
quagsire,"Due to its relaxed and carefree attitude, it often bumps its head on boulders and boat hulls as it swims."
espeon,"By reading air currents, it can predict things such as the weather or its foe's next move."
